Price,Year,Mileage,City,State,Vin,Make,Model,Year
11600,50000,58636,Toledo, OH,KMHD35LH5FU244702,Hyundai,Elantra,2015
13689,70000,48465,Tucson, AZ,KMHDH6AE2DU013009,Hyundai,Elantra,2013
16495,30000,19078,Harrisburg, PA,KMHD35LH2HU375959,Hyundai,Elantra,2017
11500,60000,39876,Covina, CA,KMHD35LH1EU178373,Hyundai,Elantra,2014
7990,70000,73572,Daytona, FL,KMHD35LE1DU060893,Hyundai,Elantra,2013
8903,70000,72295,Westminster, MD,KMHD35LE4DU121864,Hyundai,Elantra,2013
10463,70000,58630,Winter Park, FL,KMHD35LE1DU044497,Hyundai,Elantra,2013
9773,70000,72476,Lawton, OK,KMHD35LE2DU082840,Hyundai,Elantra,2013
11995,70000,38815,Kingston, NY,KMHD35LE0DU136541,Hyundai,Elantra,2013
10459,70000,59649,Merrimack, NH,KMHD35LE0DU130156,Hyundai,Elantra,2013
11795,60000,36632,Bethlehem, PA,KMHD35LH3EU228464,Hyundai,Elantra,2014
11870,70000,77635,Temecula, CA,KMHDH6AE8DU020529,Hyundai,Elantra,2013
14481,60000,10348,Doylestown, PA,KMHD35LH5EU224531,Hyundai,Elantra,2014
12474,70000,35672,Woodbridge, VA,KMHD35LEXDU108486,Hyundai,Elantra,2013
12998,70000,23837,Lafayette, LA,KMHD35LE9DU038138,Hyundai,Elantra,2013
11000,60000,56514,Albany, NY,KMHD35LH7EU218004,Hyundai,Elantra,2014
12794,40000,42346,Houston, TX,KMHD35LH1GU253270,Hyundai,Elantra,2016
11994,50000,43586,Fremont, CA,KMHD35LHXFU245277,Hyundai,Elantra,2015
13560,50000,44278,Austin, TX,KMHD35LH7FU235922,Hyundai,Elantra,2015
8999,70000,62560,Miami Gardens, FL,KMHD35LE8DU118174,Hyundai,Elantra,2013
14998,60000,10058,Langhorne, PA,KMHD35LH9EU228209,Hyundai,Elantra,2014
12500,50000,37782,Kissimmee, FL,KMHD35LH3FU243385,Hyundai,Elantra,2015
13990,60000,28670,Anaheim, CA,KMHD35LHXEU196998,Hyundai,Elantra,2014
14371,60000,16671,Arlington, MA,KMHD35LH0EU208852,Hyundai,Elantra,2014
10690,70000,51984,Catonsville, MD,KMHD35LE2DU023643,Hyundai,Elantra,2013
16446,40000,7910,Hackettstown, NJ,KMHD35LH8GU318521,Hyundai,Elantra,2016
15788,40000,15955,Friendswood, TX,KMHD35LH4GU304471,Hyundai,Elantra,2016
11788,60000,57229,Norman, OK,KMHD35LH0EU169888,Hyundai,Elantra,2014
13995,40000,33027,Cherry Hiill, NJ,KMHD35LH4GU300680,Hyundai,Elantra,2016
13425,60000,37142,Arlington, WA,KMHD35LH7EU165482,Hyundai,Elantra,2014
13555,40000,34272,Elkhart, IN,KMHD35LH3GU300962,Hyundai,Elantra,2016
8318,70000,86089,St. Augustine, FL,KMHD35LEXDU133128,Hyundai,Elantra,2013
12900,40000,53762,Livermore, CA,KMHD35LH8GU256036,Hyundai,Elantra,2016
9995,70000,61478,Flemington, NJ,KMHD35LE5DU081746,Hyundai,Elantra,2013
15987,30000,24183,Old Saybrook, CT,KMHD35LH0HU377001,Hyundai,Elantra,2017
10941,70000,47679,Burlington, NJ,KMHD35LE5DU136311,Hyundai,Elantra,2013
10995,60000,59490,Houston, TX,KMHD35LH1EU157975,Hyundai,Elantra,2014
9500,70000,70977,Chamblee, GA,KMHD35LE0DU099166,Hyundai,Elantra,2013
10195,70000,83882,St. Louis, MO,KMHDH6AE0DU000419,Hyundai,Elantra,2013
10607,70000,54942,Watertown, CT,KMHD35LE6DU082856,Hyundai,Elantra,2013
13811,60000,21798,Deerfield, FL,KMHD35LH6EU204191,Hyundai,Elantra,2014
13990,60000,23370,Antioch, CA,KMHD35LH8EU193341,Hyundai,Elantra,2014
17491,30000,8339,Langhorne, PA,KMHD35LHXHU377412,Hyundai,Elantra,2017
12999,70000,19162,MIAMI, FL,KMHD35LE8DU153037,Hyundai,Elantra,2013
12900,50000,35519,Plano, TX,KMHD35LH5FU240326,Hyundai,Elantra,2015
11380,60000,45430,Walnut Creek, CA,KMHD35LH5EU193863,Hyundai,Elantra,2014
13882,60000,31675,Austin, TX,KMHD35LH8EU200191,Hyundai,Elantra,2014
13495,70000,37741,Newport News, VA,KMHD35LE6DU040641,Hyundai,Elantra,2013
13950,30000,40640,Sandy, UT,KMHD35LH8HU349964,Hyundai,Elantra,2017
13975,40000,41647,Lake Elsinore, CA,KMHD35LH5GU309064,Hyundai,Elantra,2016
12250,60000,45265,Bristol, TN,KMHD35LH8EU196787,Hyundai,Elantra,2014
12955,50000,40776,Yuba City, CA,KMHD35LH5FU241542,Hyundai,Elantra,2015
12951,70000,28419,Uniontown, PA,KMHD35LE9DU054629,Hyundai,Elantra,2013
12970,60000,42333,San Antonio, TX,KMHD35LH5EU171569,Hyundai,Elantra,2014
12529,60000,36126,Torrington, CT,KMHD35LH4EU162054,Hyundai,Elantra,2014
11889,70000,69447,Countryside, IL,KMHDH6AE6DU005155,Hyundai,Elantra,2013
11617,70000,43677,Downers Grove, IL,KMHD35LE3DU118115,Hyundai,Elantra,2013
10792,70000,62102,Conway, AR,KMHD35LE4DU073153,Hyundai,Elantra,2013
6882,70000,101720,Brooksville, FL,KMHD35LE1DU049490,Hyundai,Elantra,2013
12378,70000,35676,Salisbury, NC,KMHD35LE1DU060974,Hyundai,Elantra,2013
13499,60000,16862,Gardner, MA,KMHD35LH3EU204567,Hyundai,Elantra,2014
11989,70000,40483,Cookeville, TN,KMHD35LE6DU150802,Hyundai,Elantra,2013
13999,60000,29261,Manchester, NH,KMHD35LH5EU218020,Hyundai,Elantra,2014
13800,40000,35050,Cerritos, CA,KMHD35LH8GU266078,Hyundai,Elantra,2016
12836,60000,47829,Bloomington, IN,KMHD35LH8EU186244,Hyundai,Elantra,2014
13700,70000,19377,Bradenton, FL,KMHD35LE5DU134848,Hyundai,Elantra,2013
16987,40000,6389,Longview, TX,KMHD35LH3GU314280,Hyundai,Elantra,2016
9995,70000,54978,Marietta, GA,KMHD35LE2DU055878,Hyundai,Elantra,2013
12882,60000,45032,Austin, TX,KMHD35LH5EU220575,Hyundai,Elantra,2014
14676,60000,21947,Portland, OR,KMHD35LHXEU200063,Hyundai,Elantra,2014
12995,60000,33847,Brockport, NY,KMHD35LHXEU191056,Hyundai,Elantra,2014
10595,40000,74307,Sacramento, CA,KMHD35LH7GU266296,Hyundai,Elantra,2016
11808,70000,42308,Clearwater, FL,KMHD35LE1DU085177,Hyundai,Elantra,2013
11233,70000,50661,Columbus, OH,KMHD35LE8DU085841,Hyundai,Elantra,2013
13347,50000,38081,San Leandro, CA,KMHD35LH7FU236584,Hyundai,Elantra,2015
13999,40000,33485,Spokane Valley, WA,KMHD35LHXGU304684,Hyundai,Elantra,2016
12756,60000,39692,Hillsboro, OR,KMHD35LH0EU193902,Hyundai,Elantra,2014
10999,60000,60916,Inver Grove Heights, MN,KMHD35LHXEU178632,Hyundai,Elantra,2014
11995,70000,32210,Fort Wayne, IN,KMHD35LE9DU145903,Hyundai,Elantra,2013
10450,70000,59274,Cary, NC,KMHD35LE8DU032329,Hyundai,Elantra,2013
10900,60000,54347,Colorado Springs, CO,KMHD35LH0EU182625,Hyundai,Elantra,2014
14988,60000,17079,Spring, TX,KMHD35LH4EU196558,Hyundai,Elantra,2014
12380,70000,54311,Fort Collins, CO,KMHD35LE1DU088600,Hyundai,Elantra,2013
13991,40000,48858,Muncie, IN,KMHD35LH7GU286256,Hyundai,Elantra,2016
11400,70000,49940,Boise, ID,KMHD35LE6DU022351,Hyundai,Elantra,2013
13599,60000,40117,Bloomington, MN,KMHD35LHXEU219812,Hyundai,Elantra,2014
11488,70000,42102,Glenview, IL,KMHD35LE1DU029451,Hyundai,Elantra,2013
9900,60000,76744,New Bern, NC,KMHD35LH8EU228914,Hyundai,Elantra,2014
11759,70000,40592,Philadelphia, PA,KMHD35LE6DU084607,Hyundai,Elantra,2013
13998,40000,38721,Athens, GA,KMHD35LH7GU263074,Hyundai,Elantra,2016
11990,60000,51849,Knoxville, TN,KMHD35LH3EU207825,Hyundai,Elantra,2014
13977,70000,24878,Round Rock, TX,KMHD35LE0DU074400,Hyundai,Elantra,2013
17846,30000,6254,Hackettstown, NJ,KMHD35LH3HU377221,Hyundai,Elantra,2017
13900,60000,31296,Hickory, NC,KMHD35LH7EU218536,Hyundai,Elantra,2014
9495,70000,84591,Manassas, VA,KMHD35LEXDU093343,Hyundai,Elantra,2013
14987,50000,28394,Wichita, KS,KMHD35LH0FU236488,Hyundai,Elantra,2015
9275,70000,74224,Stonewall, LA,KMHD35LE5DU052084,Hyundai,Elantra,2013
12900,60000,41553,New Bern, NC,KMHD35LHXEU184866,Hyundai,Elantra,2014
14981,40000,23885,Henderson, TN,KMHD35LH9GU274948,Hyundai,Elantra,2016
14268,50000,31659,Melbourne, FL,KMHD35LH4FU241080,Hyundai,Elantra,2015
12498,50000,45323,Marlborough, MA,KMHD35LH2FU240588,Hyundai,Elantra,2015
12000,60000,46008,City of Industry, CA,KMHD35LH1EU202011,Hyundai,Elantra,2014
10256,60000,84235,San Diego, CA,KMHD35LH9EU181991,Hyundai,Elantra,2014
12994,70000,41190,Santa Fe, NM,KMHD35LE4DU025748,Hyundai,Elantra,2013
11500,70000,40809,Virginia Beach, VA,KMHD35LE4DU147302,Hyundai,Elantra,2013
13875,60000,27633,Cincinnati, OH,KMHD35LH3EU216797,Hyundai,Elantra,2014
14771,60000,20126,Columbia, CT,KMHD35LH4EU215965,Hyundai,Elantra,2014
8322,70000,84334,Manchester, NH,KMHD35LE3DU104084,Hyundai,Elantra,2013
13999,60000,31718,Burnsville, MN,KMHD35LH0EU171740,Hyundai,Elantra,2014
13700,50000,30343,Mesquite, TX,KMHD35LH4FU241158,Hyundai,Elantra,2015
9999,60000,68360,Sacramento, CA,KMHD35LH8EU166060,Hyundai,Elantra,2014
17846,30000,8475,Hackettstown, NJ,KMHD35LH8HU377389,Hyundai,Elantra,2017
12500,60000,38282,Olive Branch, MS,KMHD35LH4EU171238,Hyundai,Elantra,2014
11395,70000,52923,Grand Island, NY,KMHD35LE4DU153374,Hyundai,Elantra,2013
7601,80000,77853,Chantilly, VA,KMHDC8AE5CU137154,Hyundai,Elantra,2012
11995,70000,55242,Peoria, Az,KMHD35LE9DU074993,Hyundai,Elantra,2013
13195,60000,30109,Eastpointe, MI,KMHD35LH1EU178681,Hyundai,Elantra,2014
12900,60000,33690,Dallas, TX,KMHD35LHXEU218031,Hyundai,Elantra,2014
13300,50000,47376,Ada, OK,KMHD35LH4FU242603,Hyundai,Elantra,2015
14995,60000,13667,WILMINGTON, MA,KMHD35LH8EU218805,Hyundai,Elantra,2014
14991,40000,34909,Doylestown, PA,KMHD35LH4GU282956,Hyundai,Elantra,2016
9900,60000,70297,Virginia Beach, VA,KMHD35LH7EU171461,Hyundai,Elantra,2014
13995,40000,45859,El Paso, TX,KMHD35LH1GU251910,Hyundai,Elantra,2016
14777,40000,42984,Manchester, NH,KMHD35LHXGU262405,Hyundai,Elantra,2016
8990,70000,72723,Daytona, FL,KMHD35LE0DU097613,Hyundai,Elantra,2013
11490,60000,51393,Chicago, IL,KMHD35LH7EU183318,Hyundai,Elantra,2014
10892,70000,58287,Pineville, NC,KMHD35LE6DU087507,Hyundai,Elantra,2013
8995,70000,73139,Jacksonville, FL,KMHD35LE5DU080144,Hyundai,Elantra,2013
12991,50000,57415,Dixon, CA,KMHD35LHXFU239916,Hyundai,Elantra,2015
11995,60000,45713,Lancaster, PA,KMHD35LHXEU172457,Hyundai,Elantra,2014
13602,60000,31646,Easton, PA,KMHD35LH2EU204933,Hyundai,Elantra,2014
13788,60000,38032,Coon Rapids, MN,KMHD35LH1EU216328,Hyundai,Elantra,2014
10441,70000,67165,Austin, TX,KMHD35LE7DU072417,Hyundai,Elantra,2013
11994,60000,56167,Nicholasville, KY,KMHD35LH2EU216175,Hyundai,Elantra,2014
12095,60000,45163,Conyers, GA,KMHD35LH7EU231237,Hyundai,Elantra,2014
11994,70000,47918,Spokane, WA,KMHD35LE6DU087474,Hyundai,Elantra,2013
14000,50000,44857,Modesto, CA,KMHD35LH1FU244356,Hyundai,Elantra,2015
9298,70000,73648,MONMOUTH JUNCTION, NJ,KMHD35LEXDU047043,Hyundai,Elantra,2013
10897,60000,79471,Peoria, Az,KMHD35LH1EU193424,Hyundai,Elantra,2014
12800,60000,47143,Denville, NJ,KMHD35LHXEU195589,Hyundai,Elantra,2014
12491,70000,47858,Englewood, CO,KMHD35LE4DU132069,Hyundai,Elantra,2013
10495,70000,62527,Rochester, NY,KMHD35LE8DU063144,Hyundai,Elantra,2013
12990,60000,45098,Indianapolis, IN,KMHD35LHXEU229191,Hyundai,Elantra,2014
11800,60000,63765,Jacksonville, FL,KMHD35LH1EU203143,Hyundai,Elantra,2014
12995,50000,43907,Roseville, CA,KMHD35LH1FU237763,Hyundai,Elantra,2015
11498,70000,42328,GRIFFIN, GA,KMHD35LEXDU084867,Hyundai,Elantra,2013
12991,70000,68374,Scottsdale, AZ,KMHDH6AE0DU020606,Hyundai,Elantra,2013
11977,60000,64287,DeLand, FL,KMHD35LH4EU193644,Hyundai,Elantra,2014
17000,40000,9095,Lynnwood, WA,KMHD35LH1GU338447,Hyundai,Elantra,2016
10534,60000,75260,Cape Girardeau, MO,KMHD35LH4EU180439,Hyundai,Elantra,2014
13999,60000,33450,Johnston, RI,KMHD35LH3EU210854,Hyundai,Elantra,2014
12490,50000,50510,San Diego, CA,KMHD35LHXFU239592,Hyundai,Elantra,2015
11995,60000,62685,Clanton, AL,KMHD35LHXEU184303,Hyundai,Elantra,2014
8996,70000,91201,Cortlandt Manor, NY,KMHD35LE7DU043340,Hyundai,Elantra,2013
10795,70000,64501,Merriam, KS,KMHD35LE8DU105554,Hyundai,Elantra,2013
10600,70000,67735,Carrollton, TX,KMHD35LE7DU042494,Hyundai,Elantra,2013
14990,60000,29760,Anaheim, CA,KMHD35LH1EU196758,Hyundai,Elantra,2014
14888,40000,40587,Selma, CA,KMHD35LH3GU264948,Hyundai,Elantra,2016
14395,70000,45135,Langhorne, PA,KMHDH6AE0DU010030,Hyundai,Elantra,2013
14846,40000,40510,Hackettstown, NJ,KMHD35LHXGU253087,Hyundai,Elantra,2016
9600,70000,77858,Lima, OH,KMHD35LE6DU138200,Hyundai,Elantra,2013
12953,70000,33590,DAYTON, OH,KMHD35LEXDU148289,Hyundai,Elantra,2013
13900,60000,26351,Indianapolis, IN,KMHD35LH7EU177213,Hyundai,Elantra,2014
11085,70000,77068,Greeley, CO,KMHD35LE6DU034497,Hyundai,Elantra,2013
14500,60000,38008,Vandalia, OH,KMHD35LH6EU174108,Hyundai,Elantra,2014
11990,70000,61202,Edmonds, WA,KMHD35LE9DU023915,Hyundai,Elantra,2013
10995,70000,81450,New Bern, NC,KMHD35LE7DU071686,Hyundai,Elantra,2013
13987,50000,44223,Roseville, CA,KMHD35LH7FU237668,Hyundai,Elantra,2015
15000,40000,32214,Everett, WA,KMHD35LH5GU252526,Hyundai,Elantra,2016
15900,50000,22584,Edmonds, WA,KMHD35LH7FU250498,Hyundai,Elantra,2015
14900,50000,21591,Swainsboro, GA,KMHD35LH4FU241676,Hyundai,Elantra,2015
11612,70000,60802,St. Augustine, FL,KMHD35LE6DU047931,Hyundai,Elantra,2013
11595,70000,46842,Raleigh, NC,KMHD35LE2DU019219,Hyundai,Elantra,2013
13341,70000,35808,Kirkland, WA,KMHD35LE9DU152253,Hyundai,Elantra,2013
13295,60000,35366,Downey, CA,KMHD35LH2EU202244,Hyundai,Elantra,2014
7991,80000,94670,Huntersville, NC,KMHDC8AE9CU152806,Hyundai,Elantra,2012
13500,60000,50964,Wilmington, NC,KMHD35LH8EU173610,Hyundai,Elantra,2014
12892,60000,47879,Phoenix, AZ,KMHD35LH8EU201132,Hyundai,Elantra,2014
13995,40000,44647,Gilbert, AZ,KMHD35LH1GU264818,Hyundai,Elantra,2016
11985,70000,49278,Fort Wayne, IN,KMHD35LE4DU147395,Hyundai,Elantra,2013
10488,70000,67851,San Jose, CA,KMHD35LE0DU052140,Hyundai,Elantra,2013
11990,60000,49244,Rochester, NY,KMHD35LH9EU172255,Hyundai,Elantra,2014
9893,70000,64792,Gardner, MA,KMHD35LE2DU040409,Hyundai,Elantra,2013
15900,60000,15275,Myrtle Beach, SC,KMHD35LHXEU171504,Hyundai,Elantra,2014
11995,70000,43967,Ozark, AL,KMHD35LE3DU132533,Hyundai,Elantra,2013
11995,70000,47088,City of Industry, CA,KMHD35LE5DU058547,Hyundai,Elantra,2013
12881,70000,46141,San Jose, CA,KMHD35LE4DU129690,Hyundai,Elantra,2013
13991,50000,41034,Tampa, FL,KMHD35LH2FU235908,Hyundai,Elantra,2015
10250,70000,74766,Layton, UT,KMHD35LE6DU022561,Hyundai,Elantra,2013
13000,70000,37082,Glendora, CA,KMHD35LE3DU119121,Hyundai,Elantra,2013
13795,40000,48650,Union City, GA,KMHD35LH6GU284093,Hyundai,Elantra,2016
12895,70000,34007,Jackson, MS,KMHD35LE3DU080062,Hyundai,Elantra,2013
9988,70000,69043,Englewood, CO,KMHD35LE9DU052315,Hyundai,Elantra,2013
10990,70000,57011,Edgewater Park, NJ,KMHD35LE4DU034479,Hyundai,Elantra,2013
10395,90000,44627,Boardman, OH,KMHDB8AE1BU087645,Hyundai,Elantra,2011
14884,50000,44174,Oroville, CA,KMHD35LH6FU240156,Hyundai,Elantra,2015
13500,60000,45502,Keene, NH,KMHD35LH2EU233235,Hyundai,Elantra,2014
17990,30000,7884,Olive Branch, MS,KMHD35LH1HU377329,Hyundai,Elantra,2017
10990,70000,59115,Lumberton, NJ,KMHD35LE8DU067176,Hyundai,Elantra,2013
9779,60000,80704,Tucson, AZ,KMHD35LH6EU202747,Hyundai,Elantra,2014
12500,70000,50753,Burien, WA,KMHD35LE1DU034116,Hyundai,Elantra,2013
13980,70000,31371,Yucca Valley, CA,KMHD35LE6DU083019,Hyundai,Elantra,2013
12999,70000,43558,Algonquin, IL,KMHD35LE4DU101498,Hyundai,Elantra,2013
9800,70000,82222,Clanton, AL,KMHD35LE5DU025029,Hyundai,Elantra,2013
13980,70000,33399,Sanford, FL,KMHD35LE3DU098111,Hyundai,Elantra,2013
14950,60000,24491,WINTER HAVEN, FL,KMHD35LH9EU193624,Hyundai,Elantra,2014
10495,70000,73149,Salem, NH,KMHD35LE1DU022967,Hyundai,Elantra,2013
14995,70000,22257,Charlotte, NC,KMHD35LE0DU053272,Hyundai,Elantra,2013
11350,60000,63910,Vallejo, CA,KMHD35LH5EU181454,Hyundai,Elantra,2014
12395,70000,42160,Temple Hills, MD,KMHD35LE1DU058223,Hyundai,Elantra,2013
8972,70000,89876,Chillicothe, OH,KMHD35LE9DU118619,Hyundai,Elantra,2013
12990,60000,54841,Albany, OR,KMHD35LH6EU216387,Hyundai,Elantra,2014
13977,70000,40195,Hemet, CA,KMHD35LE2DU087651,Hyundai,Elantra,2013
14498,60000,35776,Keene, NH,KMHD35LH7EU223901,Hyundai,Elantra,2014
13495,60000,38069,Dade City, FL,KMHD35LH8EU227651,Hyundai,Elantra,2014
7450,80000,91404,Grove City, OH,KMHDC8AE5CU143374,Hyundai,Elantra,2012
12950,60000,53399,Birmingham, AL,KMHD35LH9EU207439,Hyundai,Elantra,2014
9580,70000,101302,Austin, TX,KMHD35LE9DU084231,Hyundai,Elantra,2013
13280,70000,29453,Philadelphia, PA,KMHD35LE1DU024220,Hyundai,Elantra,2013
13495,40000,56860,Union City, GA,KMHD35LH6GU269786,Hyundai,Elantra,2016
11689,70000,60275,Stanhope, NJ,KMHD35LE9DU022084,Hyundai,Elantra,2013
15235,60000,29952,Langhorne, PA,KMHD35LH3EU215147,Hyundai,Elantra,2014
13286,70000,41890,Danvers, MA,KMHD35LE7DU122927,Hyundai,Elantra,2013
19990,30000,3943,Temecula, CA,KMHD35LH0HU358318,Hyundai,Elantra,2017
12397,40000,70522,Richmond, VA,KMHD35LHXGU263148,Hyundai,Elantra,2016
6991,70000,161024,Conway, AR,KMHDH6AEXDU017311,Hyundai,Elantra,2013
11980,60000,65358,Columbia, MO,KMHD35LH3EU233423,Hyundai,Elantra,2014
9796,70000,86220,Goldsboro, NC,KMHD35LE0DU090113,Hyundai,Elantra,2013
9295,80000,71592,Tallahassee, FL,KMHDB8AE9CU128265,Hyundai,Elantra,2012
12999,70000,38177,Columbus, OH,KMHD35LE9DU081698,Hyundai,Elantra,2013
12364,50000,63615,Pikeville, KY,KMHD35LH5FU242562,Hyundai,Elantra,2015
11990,70000,70305,Escondido, CA,KMHD35LE6DU091900,Hyundai,Elantra,2013
9995,90000,55394,Jacksonville, FL,KMHDC8AE6BU087105,Hyundai,Elantra,2011
12595,60000,52300,Chesapeake, VA,KMHD35LH1EU229578,Hyundai,Elantra,2014
6444,100000,89994,Rahway, NJ,KMHDB8AE6AU066613,Hyundai,Elantra,2010
13480,70000,29849,Philadelphia, PA,KMHD35LE0DU025066,Hyundai,Elantra,2013
13795,40000,55787,Lexington, KY,KMHD35LH4GU283797,Hyundai,Elantra,2016
13995,70000,27590,Melbourne, FL,KMHD35LE0DU056401,Hyundai,Elantra,2013
